2024-10-19 06:41:18.297933,28-abde55096461,28.812,83.86160000000001
2024-10-19 06:41:21.099537,28-abde55096461,28.812,83.86160000000001
2024-10-19 06:41:23.915960,28-abde55096461,28.812,83.86160000000001
2024-10-19 06:43:40.149837,28-abde55096461,28.812,83.86160000000001
2024-10-19 06:43:42.955280,28-abde55096461,28.812,83.86160000000001
2024-10-19 06:43:45.771505,28-abde55096461,28.812,83.86160000000001
2024-10-19 06:44:03.787979,28-abde55096461,28.812,83.86160000000001
2024-10-19 06:44:06.603384,28-abde55096461,28.812,83.86160000000001
2024-10-19 06:44:09.419871,28-abde55096461,28.812,83.86160000000001
2024-10-19 06:50:38.695441,28-abde55096461,28.875,83.975
2024-10-19 06:50:41.515436,28-abde55096461,28.875,83.975
2024-10-19 06:56:49.950237,28-abde55096461,28.875,83.975
2024-10-19 06:56:52.783325,28-abde55096461,28.937,84.0866
2024-10-19 06:56:55.595631,28-abde55096461,28.937,84.0866
2024-10-19 06:56:58.411785,28-abde55096461,28.937,84.0866
2024-10-19 06:57:01.228079,28-abde55096461,28.875,83.975
2024-10-19 06:57:04.051509,28-abde55096461,28.937,84.0866
2024-10-19 06:57:06.860019,28-abde55096461,28.937,84.0866
2024-10-19 06:57:09.682315,28-abde55096461,28.937,84.0866
2024-10-19 06:57:12.492413,28-abde55096461,28.875,83.975
2024-10-19 06:57:15.313392,28-abde55096461,28.875,83.975
2024-10-19 06:57:18.128886,28-abde55096461,28.937,84.0866
2024-10-19 06:57:20.944196,28-abde55096461,28.875,83.975
2024-10-19 06:57:23.755258,28-abde55096461,28.875,83.975
2024-10-19 06:57:26.575840,28-abde55096461,28.937,84.0866
2024-10-19 06:57:29.397695,28-abde55096461,28.875,83.975
2024-10-19 06:57:32.203355,28-abde55096461,28.937,84.0866
2024-10-19 06:57:35.025949,28-abde55096461,28.937,84.0866
2024-10-19 06:57:37.836355,28-abde55096461,28.937,84.0866
2024-10-19 06:58:24.930125,28-abde55096461,28.937,84.0866
2024-10-19 06:58:27.755313,28-abde55096461,28.875,83.975
2024-10-19 06:58:30.571417,28-abde55096461,28.937,84.0866
2024-10-19 06:58:33.388235,28-abde55096461,28.937,84.0866
